scenario_id,initial_allele_frequency,temperature_rate,selection_strength,food_availability,migration_rate,population_size,generations,final_temperature_anomaly,simulation_replicates,final_allele_frequency,final_population_size,extinction_probability
71,0.18983038982035025,0.038524580245692136,0.04831422084904332,0.8706265048670896,0.1855590860344561,112,147,5.663113296116744,3,,1.0,1.0
72,0.4977409252656869,0.03803314940218147,0.04284841585506125,0.481158371967386,0.024984735861128617,223,120,4.563977928261776,3,,0.6666666666666666,1.0
73,0.5292760459803257,0.02909050931678514,0.3023619519238192,0.45088844508670906,0.14692421838703232,100,89,2.5890553291938776,3,0.8809523809523809,35.0,0.0
74,0.21140836338292615,0.032525901983096066,0.34366553116757814,0.7475033438850952,0.01090006299825912,103,132,4.293419061768681,3,1.0,30.0,0.0
75,0.05837486955871195,0.04001826558877314,0.2570650512321986,0.46253310017462707,0.018344201164839615,237,88,3.521607371812036,3,0.982843137254902,68.0,0.0
76,0.686618210301309,0.021718107625715063,0.2809059034692505,0.763665422370055,0.11448262999172748,175,84,1.8243210405600654,3,0.8705673758865249,94.0,0.0
77,0.6638363838839236,0.01495773319813287,0.21496550905841347,0.8048543639828929,0.12984663104906177,174,165,2.468025977691924,3,0.8966244725738397,79.0,0.0
78,0.12945412324643885,0.02385916775321851,0.1592910050370451,0.6582096741637018,0.023843505239548923,275,83,1.9803109235171363,3,0.9686716791979949,133.0,0.0
79,0.21631061567344242,0.015102297961715746,0.16692902837803197,0.7471419055738084,0.1269258234836526,275,111,1.6763550737504478,3,0.8127705627705627,154.0,0.0
80,0.30388468331722707,0.011358026647969364,0.21825799949088262,0.5560765923562045,0.007211966855472741,147,112,1.2720989845725688,3,1.0,85.0,0.0
81,0.3476688923104141,0.011700493332781071,0.213186538599077,0.7177517352807485,0.1404004362220743,194,135,1.5795665999254447,3,0.7681818181818182,110.0,0.0
82,0.46713014786909113,0.015597208528433854,0.2819783110355052,0.7069438493397916,0.08628363903597802,191,133,2.0744287342817027,3,0.9384057971014492,92.0,0.0
83,0.27164041408167033,0.0240477875180906,0.2657458203143105,0.92616187637041,0.18421143945903834,252,120,2.885734502170872,3,0.8636363636363636,110.0,0.0
84,0.37858432687618127,0.036394427662844966,0.1306242213581444,0.8942985355242946,0.09882832930348469,97,81,2.9479486406904423,3,0.9065040650406503,41.0,0.0
85,0.07827962853887227,0.03820570807469691,0.04778173341020092,0.5323974334868763,0.06682600810030917,183,87,3.3238966024986314,3,,0.3333333333333333,1.0
86,0.24030855776733276,0.03393578036917868,0.034698509939222646,0.8876627259384462,0.17130960471491163,169,107,3.6311284995021187,3,,0.6666666666666666,1.0
87,0.13292064237062529,0.027836137541638474,0.06829521787676618,0.5871975847008641,0.1916858361801945,104,170,4.732143382078541,3,,0.6666666666666666,1.0
88,0.5473102772075723,0.015371344926592947,0.2500528157331495,0.8085141375646083,0.07756833903272996,266,134,2.059760220163455,3,0.9387254901960785,136.0,0.0
89,0.03718752213370308,0.010989479319896382,0.19802825694952356,0.45643834776789227,0.033181373575306726,169,154,1.6923798152640428,3,0.9487179487179486,78.0,0.0
90,0.6927191117980156,0.025906685405223277,0.2985023138821482,0.9937090818120772,0.02831917771375494,186,115,2.979268821600677,3,0.9817073170731708,82.0,0.0
91,0.29302371961408624,0.005442119196785956,0.2717056552943182,0.6319563677596854,0.09386538683808027,265,85,0.4625801317268063,3,0.630801687763713,237.0,0.0
92,0.15122085699468163,0.041005455752717246,0.04428770847176924,0.501353985213409,0.058411866062905674,127,119,4.879649234573352,3,,0.6666666666666666,1.0
93,0.4229182659199132,0.023211468961578663,0.056916907058202244,0.5083838451362138,0.16871767695250825,253,134,3.1103368408515406,3,,0.6666666666666666,1.0
94,0.4649298635899638,0.030818739980108263,0.27412896609264925,0.38777051311894073,0.07332167698652248,232,124,3.8215237575334244,3,0.9661016949152542,59.0,0.0
95,0.2567658438092084,0.03831259155134902,0.18442320274793403,0.8496079331485964,0.17040310337623382,160,120,4.597510986161883,3,0.8723404255319149,47.0,0.0
96,0.6394000033938044,0.02724632944309016,0.3020877756267909,0.5713840171344908,0.09976339170629706,251,123,3.3512985215000897,3,0.9395833333333332,80.0,0.0
97,0.10033640965036728,0.019137757788166246,0.3235480552165363,0.7600409562370826,0.0355013164873935,91,104,1.9903268099692895,3,0.9927536231884058,46.0,0.0
98,0.15837401647400887,0.0030673946673386195,0.3267873467212885,0.6413347633669664,0.061507014484157234,117,130,0.39876130675402055,3,0.7782874617737003,109.0,0.0
99,0.034900685716320476,0.013954950583834993,0.2549707090236456,0.7619503524950209,0.19636118950850712,243,132,1.8420534770662191,3,0.7987179487179487,130.0,0.0
100,0.3499289353305809,0.034741600216912326,0.319064919028497,0.8184523653669284,0.19264224470987593,209,148,5.141756832103024,3,0.903030303030303,55.0,0.0
101,0.6107569636354907,0.006906475060896399,0.264372320958012,0.6360576546927896,0.11062076048225505,273,136,0.9392806082819102,3,0.7303664921465969,191.0,0.0
102,0.6797761281927315,0.044336857501559856,0.12223303855612967,0.8269397733346455,0.14999670758705372,211,104,4.6110331801622255,3,,1.0,1.0
103,0.11299274915902807,0.0037607192922859494,0.2787498008093371,0.6683048321809888,0.19710803389898524,254,116,0.4362434379051701,3,0.567090395480226,236.0,0.0
104,0.6852043759794729,0.01969776809434457,0.28397828817919124,0.4051325270026908,0.11109234202755279,193,151,2.9743629822460305,3,0.9583333333333334,60.0,0.0
105,0.6495501170373253,0.03737107289654956,0.041830632704375745,0.5922565218493772,0.009739694462770255,160,81,3.0270569046205145,3,,1.0,1.0
106,0.48245477120721436,0.03267010244140302,0.27759061848052036,0.9125467562361809,0.14788629369530198,165,150,4.900515366210453,3,0.9340277777777778,48.0,0.0
107,0.06280568558159709,0.012085011468975839,0.22900728748007862,0.907781448006135,0.0009000249879318246,271,121,1.4622863877460766,3,0.3333333333333333,179.0,0.0
108,0.4837825575741461,0.003273113432530368,0.15843377841708411,0.9321626728994029,0.13432256177117174,138,94,0.3076726626578546,3,0.5239583333333333,160.0,0.0
109,0.6013633568533815,0.016965351206609115,0.3030702947660989,0.5443133732272886,0.1180640501766298,175,110,1.8661886327270027,3,0.8950617283950617,81.0,0.0
110,0.2141327840058949,0.040121975173390376,0.09002997822063721,0.405127534303246,0.06838538770913208,175,142,5.697320474621433,3,,0.3333333333333333,1.0
111,0.5709791760041087,0.04494596491287089,0.12483585824357275,0.6151622682353334,0.02736425560592526,112,128,5.753083508847474,3,,0.6666666666666666,1.0
112,0.6983786249661544,0.032137883435188315,0.22046810893227892,0.6050399103991662,0.18305975205711097,131,120,3.856546012222598,3,0.9210526315789473,38.0,0.0
113,0.12002583191975119,0.01771127391756274,0.05149333403128541,0.481286374497708,0.003533756199982441,147,115,2.0367965005197153,3,0.6666666666666666,62.0,0.0
114,0.455141977517704,0.01676157588229303,0.16452216688168866,0.9734860273489744,0.15039262431498313,186,124,2.078435409404336,3,0.796116504854369,103.0,0.0
115,0.2206423863249229,0.04057086234723879,0.10523107740181102,0.5614727748358401,0.1818129628845897,148,123,4.990216068710372,3,,0.6666666666666666,1.0
116,0.5273530261100443,0.02740202614904194,0.23910054688303842,0.5445991394846366,0.04827441232533258,147,102,2.795006667202278,3,0.9871794871794872,52.0,0.0
117,0.13414584793589304,0.03959551770750472,0.12063901864003648,0.71496810636935,0.1583948850282748,201,149,5.899732138418203,3,,1.0,1.0
118,0.3237187932514092,0.0224790642692292,0.3483045596592079,0.7884883600363657,0.16292768862357654,218,161,3.6191293473459014,3,0.8977777777777778,75.0,0.0
119,0.5576851902736573,0.009962711833003405,0.20989463479602308,0.41623120225445415,0.13058442531279968,150,166,1.6538101642785652,3,0.8529411764705882,68.0,0.0
120,0.3735304830810745,0.020617817193313986,0.04146968045381221,0.9738534395139932,0.02060053682603176,146,74,1.525718472305235,3,0.835034013605442,98.0,0.0
121,0.19486462970830876,0.004817808658490444,0.17563770957176392,0.685457070817123,0.06251398980571679,99,75,0.3613356493867833,3,0.634020618556701,97.0,0.0
122,0.10477224672698188,0.01853368825356691,0.04936910426449156,0.8038233216464437,0.0414041083049624,276,100,1.8533688253566911,3,0.8322295805739515,151.0,0.0
123,0.2940642707093253,0.019914214221973356,0.030531426455936168,0.4228457411491534,0.17255291274817564,121,70,1.393994995538135,3,0.6038251366120219,61.0,0.0
124,0.3704721283946263,0.02304858627980995,0.1365901315234041,0.6303625630951922,0.15611622750531687,179,154,3.5494822870907323,3,0.9385964912280702,38.333333333333336,0.3333333333333333
125,0.20443352408821752,0.01586708896161238,0.10759451296906646,0.6619112103581923,0.13665167153176258,153,93,1.4756392734299515,3,0.7605363984674329,87.0,0.0
126,0.2515929471767606,0.04200653855633347,0.04554217275102658,0.649500243405718,0.14231160831935558,126,85,3.570555777288345,3,,1.0,1.0
127,0.061740593403672835,0.007942830980456821,0.3240234219298185,0.3560188581837302,0.037664394962270364,245,73,0.579826661573348,3,0.8617647058823529,170.0,0.0
128,0.10412174326667618,0.028666419325016734,0.10732445079650743,0.7199878327799398,0.11803907655322524,221,155,4.4432949953775935,3,,0.6666666666666666,1.0
129,0.03317673325095553,0.038694886751721766,0.22811810765663165,0.4557832659682224,0.15458747762705682,280,156,6.036402333268596,3,0.9230769230769231,17.666666666666668,0.6666666666666666
130,0.20035653411528537,0.041508128278815275,0.17542637769557048,0.742225895316659,0.19692990672352872,105,106,4.399861597554419,3,,1.0,1.0
131,0.5748167616994756,0.015691162066623764,0.28574832711727705,0.7404770472607176,0.04327113904508029,188,111,1.7417189893952378,3,0.9724919093851133,103.0,0.0
132,0.24281587502358631,0.005358660902455646,0.039547126431903196,0.5752111260146676,0.003806829563497316,224,86,0.46084483761118555,3,0.23402417962003452,193.0,0.0
133,0.515872824970082,0.03244792313439428,0.26634572366636244,0.5561495612344862,0.17800389142353912,118,129,4.185782084336862,3,0.8817204301075269,31.0,0.0
134,0.11443764897023977,0.008179902442587967,0.25179053661750445,0.46241355868735073,0.10145854031640866,113,170,1.3905834152399545,3,0.9022988505747126,58.0,0.0
135,0.03268509517133746,0.0027129314815949475,0.347787066217762,0.7300152421872076,0.025381995103702627,199,160,0.4340690370551916,3,0.8848167539267017,191.0,0.0
136,0.6198548010855537,0.025056617763789132,0.22897344955544208,0.5275716744755696,0.01010393927440103,175,130,3.2573603092925874,3,1.0,55.0,0.0
137,0.2274859794458512,0.03053570500639513,0.29759845658963235,0.3618043535443366,0.11914275493714549,119,93,2.839820565594747,3,0.9459459459459459,37.0,0.0
138,0.615505293595547,0.012907573782158625,0.2254464426353338,0.7098015460582474,0.07923330001184979,233,138,1.7812451819378903,3,0.9295392953929541,123.0,0.0
139,0.5162656552593407,0.026378325198733628,0.27269511589912127,0.9892210993954095,0.08385447758016103,266,121,3.191777349046769,3,0.943452380952381,112.0,0.0
140,0.03835481822061287,0.03622922792134627,0.196473621454718,0.6151749297343674,0.018814392617879164,237,159,5.760447239494058,3,,1.0,1.0
141,0.2946548508271728,0.031351008722996475,0.07779973003780824,0.9750072592016711,0.03568835236436618,220,90,2.8215907850696826,3,0.9533333333333333,100.0,0.0
142,0.6055185165736682,0.04124105799810304,0.09788717040745644,0.6553705773136381,0.14669898091256597,213,158,6.516087163700281,3,,0.3333333333333333,1.0
143,0.28396530567499445,0.024231837934525456,0.26734925136631515,0.825238384824317,0.156592026005217,271,127,3.0774434176847327,3,0.9065420560747665,107.0,0.0
144,0.10009211485919939,0.04087085150775572,0.306983212582729,0.8687633332819165,0.0199724954321459,90,90,3.6783766356980148,3,1.0,32.0,0.0
145,0.5282122446221268,0.0029950240670236967,0.34335188278632944,0.5951440422311924,0.14386250673816472,267,159,0.4762088266567678,3,0.6637806637806637,231.0,0.0
146,0.29440202506055513,0.01572269700978564,0.22479716124743893,0.727643092936233,0.08182799552495944,91,130,2.043950611272133,3,0.9318181818181818,44.0,0.0
147,0.6567055176095514,0.022108531034943646,0.09295749784020202,0.5951838888739525,0.07882139651862373,236,83,1.8350080759003227,3,0.7956521739130434,115.0,0.0
148,0.13912390537155178,0.03143616915592812,0.13863288134684884,0.9706839547062749,0.048719349071721485,127,79,2.4834573633183212,3,0.9285714285714285,63.0,0.0
149,0.5348480572101728,0.03988455023246841,0.1189962741988761,0.48135726606956064,0.03715322697421743,181,122,4.865915128361146,3,,1.0,1.0
150,0.34383914963533646,0.013155913113744972,0.04445539743661644,0.6629693712120824,0.1918664695271217,136,135,1.7760482703555711,3,0.5880952380952381,70.0,0.0
151,0.36198939294117427,0.0067597591832734925,0.11077961297586791,0.5416030672234527,0.15296071052144689,147,158,1.0680419509572119,3,0.6245421245421245,91.0,0.0
152,0.6341000418895137,0.04433645015478242,0.3443573385934503,0.9694494362991879,0.014364428100576877,168,83,3.6799253628469413,3,1.0,63.0,0.0
153,0.23399257273894203,0.02577462492477184,0.06103292438575337,0.8997680225713927,0.12335123581546181,166,124,3.1960534906717077,3,,1.0,1.0
154,0.14075858665608504,0.012889985399208485,0.08129984799432258,0.9037565525666191,0.11684557201224365,190,144,1.856157897486022,3,0.7935779816513762,109.0,0.0
155,0.22834201814971722,0.017963863394795915,0.1595535886164908,0.8440097316336226,0.15447059753491363,98,90,1.6167477055316324,3,0.711864406779661,59.0,0.0
156,0.6608310340145263,0.007188179510078514,0.3167590663755616,0.415257169672376,0.05290796223026222,123,155,1.1141678240621697,3,0.893719806763285,69.0,0.0
157,0.15025968847187857,0.0197834210463287,0.17395497598212037,0.5094183324650863,0.1420490402671973,115,155,3.0664302621809485,3,0.9324324324324325,37.0,0.0
158,0.6159653437032331,0.016590852266672118,0.1998721261721006,0.5114641625126735,0.04895930031002909,146,86,1.4268132949338022,3,0.8917748917748919,77.0,0.0
159,0.6598127372410348,0.04018351963003994,0.27875478826486144,0.6864799888370239,0.09812158310237439,176,123,4.942572914494912,3,0.9592592592592593,45.0,0.0
160,0.38950056909664976,0.020686212642000684,0.07216154652546158,0.4316815043645484,0.19044994316913666,107,118,2.4409730917560806,3,0.7307692307692308,39.0,0.0
161,0.6686477016864766,0.009033805741534728,0.20741329665277872,0.4850162146785005,0.05063692122532031,256,73,0.6594678191320351,3,0.786096256684492,187.0,0.0
162,0.10969871819594157,0.04142448152805542,0.13289055727434612,0.7452839877444846,0.09300282639785461,275,110,4.556692968086096,3,,1.0,1.0
163,0.3863636812018656,0.010051274618459685,0.3463532475262644,0.881900114657511,0.14832292654630305,160,117,1.1759991303597832,3,0.7672413793103449,116.0,0.0
164,0.1324276718246451,0.04158863190576342,0.13924386156215282,0.38256934830300693,0.06848073536212573,100,150,6.238294785864513,3,,0.3333333333333333,1.0
165,0.44721485914209946,0.03428605914402896,0.2839633228359607,0.48777049720235266,0.18475666321863604,191,114,3.908610742419302,3,0.9248366013071895,51.0,0.0
166,0.45813914500699027,0.002099277221229906,0.34787791949157687,0.5325826508767009,0.012412621308031047,165,116,0.2435161576626691,3,0.9124472573839663,158.0,0.0
167,0.11645013831196796,0.008550048536775755,0.23233050016966722,0.6054028045206516,0.18437049003099903,213,102,0.872104950751127,3,0.6335540838852096,151.0,0.0
168,0.5165406860172137,0.021827275496661025,0.24118441636136917,0.7398019818653938,0.09455679455179965,207,165,3.601500456949069,3,0.9541062801932366,69.0,0.0
169,0.2596181406458204,0.00962112655371872,0.24699009948154502,0.8999049148501407,0.008050747987984752,278,115,1.106429553677653,3,0.9936507936507937,210.0,0.0
170,0.6279667520905086,0.0342336006136833,0.347378469279241,0.6954189775382085,0.13199914376023025,122,100,3.42336006136833,3,0.9146341463414634,41.0,0.0
171,0.6648488517762148,0.01775242600793106,0.2663234280597211,0.6120411326774032,0.11236378601259987,118,142,2.5208444931262104,3,0.9219858156028368,47.0,0.0
172,0.3709858816734073,0.041004712057108865,0.16417631613689926,0.7705966687931614,0.06847248666001082,223,111,4.551523038339084,3,0.96875,21.666666666666668,0.6666666666666666
173,0.32483357251648004,0.007409701787428265,0.05935157729888214,0.7838684500453926,0.13110354766861046,230,136,1.007719443090244,3,0.5774509803921569,170.0,0.0
174,0.04324351837960342,0.016041514234886534,0.093299151122943,0.855798424653608,0.17212608027922605,233,94,1.5079023380793342,3,0.634920634920635,147.0,0.0
175,0.47745893642815085,0.0075626005487058005,0.11804880819254825,0.44012542255172266,0.056704153319845844,143,138,1.0436388757214006,3,0.8452380952380952,84.0,0.0
176,0.6399190298241191,0.010708463540739996,0.20346529118423012,0.805904215808231,0.19058449369711317,201,131,1.4028087238369396,3,0.7526041666666666,128.0,0.0
177,0.20092164378834504,0.028895560747299258,0.13255717173696516,0.98448345394961,0.07993522703272737,174,139,4.016482943874597,3,0.9699453551912568,61.0,0.0
178,0.04556248017232818,0.01920264218379448,0.3100344362632037,0.7466478388816098,0.08878857727919527,123,164,3.1492333181422945,3,0.9370370370370371,45.0,0.0
